NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_UP		187	0.48505428	1.2925705	0.001	0.25139248	1.0	5812	tags=46%, list=31%, signal=66%	
SHEPARD_CRASH_AND_BURN_MUTANT_DN	SHEPARD_CRASH_AND_BURN_MUTANT_DN		189	0.48812887	1.292546	0.0	0.2513838	1.0	5570	tags=41%, list=30%, signal=57%	
EPC1_TARGET_GENES	EPC1_TARGET_GENES		186	0.48844483	1.2925363	0.001	0.25134328	1.0	5467	tags=42%, list=29%, signal=59%	
LANDEMAINE_LUNG_METASTASIS	LANDEMAINE_LUNG_METASTASIS		21	0.55594015	1.2924497	0.09182644	0.25149587	1.0	4066	tags=38%, list=22%, signal=49%	
HP_DELAYED_CNS_MYELINATION	HP_DELAYED_CNS_MYELINATION		52	0.515137	1.2924052	0.033	0.251549	1.0	4439	tags=37%, list=24%, signal=48%	
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY	HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY		304	0.4793788	1.2922388	0.0	0.2518971	1.0	4663	tags=36%, list=25%, signal=47%	
GOBP_PROTEIN_AUTOUBIQUITINATION	GOBP_PROTEIN_AUTOUBIQUITINATION		69	0.5079705	1.2921047	0.014	0.25216994	1.0	2674	tags=29%, list=14%, signal=34%	
HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	HOEGERKORP_CD44_TARGETS_TEMPORAL_DN		24	0.5498479	1.291994	0.07314629	0.2523774	1.0	1243	tags=21%, list=7%, signal=22%	
BERNARD_PPAPDC1B_TARGETS_UP	BERNARD_PPAPDC1B_TARGETS_UP		36	0.532409	1.2919886	0.051	0.25232366	1.0	4846	tags=39%, list=26%, signal=52%	
HP_PROGEROID_FACIAL_APPEARANCE	HP_PROGEROID_FACIAL_APPEARANCE		18	0.56687284	1.2919813	0.08835341	0.25227797	1.0	4187	tags=50%, list=22%, signal=64%	
GOBP_PIGMENT_ACCUMULATION	GOBP_PIGMENT_ACCUMULATION		12	0.5937947	1.2919323	0.10510204	0.25233218	1.0	6222	tags=67%, list=33%, signal=99%	
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_UP	GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_UP		188	0.48560178	1.291749	0.0	0.25271618	1.0	4113	tags=31%, list=22%, signal=39%	
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN		169	0.48568085	1.291658	0.0	0.25288343	1.0	6261	tags=49%, list=33%, signal=72%	
CHR2Q13	CHR2Q13		17	0.5688615	1.291634	0.08897877	0.25287938	1.0	2958	tags=29%, list=16%, signal=35%	
QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_DN	QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_28DY_DN		10	0.6116732	1.2916001	0.13056995	0.2528965	1.0	3861	tags=40%, list=20%, signal=50%	
GSE3039_NKT_CELL_VS_B1_BCELL_DN	GSE3039_NKT_CELL_VS_B1_BCELL_DN		188	0.4867229	1.2915769	0.001	0.25288585	1.0	3034	tags=28%, list=16%, signal=33%	
ETF_Q6	ETF_Q6		111	0.49550343	1.2915446	0.005	0.25290442	1.0	5881	tags=48%, list=31%, signal=69%	
GOBP_HYALURONAN_CATABOLIC_PROCESS	GOBP_HYALURONAN_CATABOLIC_PROCESS		17	0.5689834	1.2913784	0.103134476	0.25324923	1.0	6247	tags=65%, list=33%, signal=97%	
ZNF558_TARGET_GENES	ZNF558_TARGET_GENES		238	0.48120165	1.2913707	0.0	0.25320262	1.0	5172	tags=42%, list=27%, signal=57%	
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP		77	0.50551003	1.2913624	0.008	0.25315744	1.0	4505	tags=39%, list=24%, signal=51%	
HP_ORAL_CAVITY_BLEEDING	HP_ORAL_CAVITY_BLEEDING		19	0.5608415	1.29127	0.08796764	0.25331953	1.0	2398	tags=26%, list=13%, signal=30%	
TSHZ1_TARGET_GENES	TSHZ1_TARGET_GENES		150	0.49048558	1.2912595	0.003	0.25328472	1.0	5752	tags=43%, list=30%, signal=62%	
CHR7P13	CHR7P13		29	0.5367506	1.2912393	0.074	0.25326517	1.0	5126	tags=48%, list=27%, signal=66%	
HP_NEURODEGENERATION	HP_NEURODEGENERATION		79	0.50145465	1.2912358	0.012	0.25321028	1.0	3440	tags=30%, list=18%, signal=37%	
HP_PANHYPOGAMMAGLOBULINEMIA	HP_PANHYPOGAMMAGLOBULINEMIA		19	0.5668523	1.2911923	0.10070494	0.25325242	1.0	5762	tags=58%, list=31%, signal=83%	
WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION	WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION		17	0.5582684	1.2911155	0.104522616	0.25338298	1.0	5948	tags=59%, list=32%, signal=86%	
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	GOBP_REGULATION_OF_GLOMERULAR_FILTRATION		10	0.61682564	1.2911129	0.12486993	0.25332195	1.0	6131	tags=80%, list=32%, signal=118%	
HP_Y_SHAPED_METACARPALS	HP_Y_SHAPED_METACARPALS		11	0.60837704	1.290959	0.12943633	0.25363514	1.0	4327	tags=55%, list=23%, signal=71%	
HP_ABNORMALITY_OF_THE_PANCREAS	HP_ABNORMALITY_OF_THE_PANCREAS		248	0.48105112	1.29091	0.0	0.253689	1.0	4367	tags=35%, list=23%, signal=45%	
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS	HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS		195	0.48263207	1.2908809	0.001	0.25369146	1.0	5581	tags=42%, list=30%, signal=59%	
MORF_RBBP8	MORF_RBBP8		208	0.4861157	1.290869	0.001	0.25365862	1.0	5069	tags=37%, list=27%, signal=50%	
MORF_PPP2R4	MORF_PPP2R4		50	0.5157183	1.2908425	0.028	0.2536544	1.0	5369	tags=48%, list=28%, signal=67%	
CAFFAREL_RESPONSE_TO_THC_24HR_5_DN	CAFFAREL_RESPONSE_TO_THC_24HR_5_DN		49	0.5182426	1.2907852	0.034	0.25372332	1.0	2233	tags=24%, list=12%, signal=28%	
GOBP_BLASTOCYST_DEVELOPMENT	GOBP_BLASTOCYST_DEVELOPMENT		90	0.5001257	1.2907459	0.006	0.25375068	1.0	3140	tags=31%, list=17%, signal=37%	
PRAMOONJAGO_SOX4_TARGETS_DN	PRAMOONJAGO_SOX4_TARGETS_DN		46	0.5181363	1.2907062	0.038038038	0.2537772	1.0	5675	tags=43%, list=30%, signal=62%	
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_24H_MBOVIS_BCG_STIM_DN	GSE22935_WT_VS_MYD88_KO_MACROPHAGE_24H_MBOVIS_BCG_STIM_DN		190	0.4842201	1.2905583	0.001	0.25408232	1.0	4878	tags=38%, list=26%, signal=51%	
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE		75	0.5036014	1.2905432	0.014	0.25405648	1.0	3452	tags=29%, list=18%, signal=36%	
HP_WHITE_FORELOCK	HP_WHITE_FORELOCK		12	0.6002611	1.2904584	0.123316064	0.25421402	1.0	4153	tags=50%, list=22%, signal=64%	
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH	REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH		41	0.52328855	1.290368	0.047	0.2543854	1.0	3784	tags=32%, list=20%, signal=40%	
GOBP_SPINDLE_ASSEMBLY	GOBP_SPINDLE_ASSEMBLY		108	0.49475238	1.2903486	0.008	0.2543714	1.0	6077	tags=49%, list=32%, signal=72%	
HP_THICK_NASAL_ALAE	HP_THICK_NASAL_ALAE		19	0.56221384	1.2903054	0.109768376	0.2544228	1.0	164	tags=16%, list=1%, signal=16%	
HP_SPINAL_DYSRAPHISM	HP_SPINAL_DYSRAPHISM		157	0.48808756	1.2902867	0.001	0.25440133	1.0	2787	tags=26%, list=15%, signal=30%	
HP_PERIMEMBRANOUS_VENTRICULAR_SEPTAL_DEFECT	HP_PERIMEMBRANOUS_VENTRICULAR_SEPTAL_DEFECT		10	0.60813576	1.2902824	0.12748171	0.25434858	1.0	4204	tags=50%, list=22%, signal=64%	
JIANG_TIP30_TARGETS_UP	JIANG_TIP30_TARGETS_UP		44	0.52682185	1.290159	0.034	0.254603	1.0	2819	tags=30%, list=15%, signal=35%	
HP_NEOPLASM_OF_THE_NERVOUS_SYSTEM	HP_NEOPLASM_OF_THE_NERVOUS_SYSTEM		162	0.48942155	1.2901284	0.0	0.2546111	1.0	3957	tags=32%, list=21%, signal=40%	
LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA	LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA		308	0.48155418	1.290112	0.0	0.25458696	1.0	5830	tags=44%, list=31%, signal=62%	
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES	GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES		10	0.6093009	1.2900631	0.12658228	0.2546421	1.0	2087	tags=20%, list=11%, signal=22%	
HP_NAIL_DYSTROPHY	HP_NAIL_DYSTROPHY		110	0.49711958	1.2899947	0.008	0.25474882	1.0	4505	tags=36%, list=24%, signal=47%	
MIR6834_3P	MIR6834_3P		46	0.51618606	1.2899885	0.036	0.25469682	1.0	4711	tags=41%, list=25%, signal=55%	
GSE411_UNSTIM_VS_400MIN_IL6_STIM_MACROPHAGE_DN	GSE411_UNSTIM_VS_400MIN_IL6_STIM_MACROPHAGE_DN		191	0.48661876	1.2899829	0.0	0.25464585	1.0	6696	tags=50%, list=35%, signal=77%	
MIR4638_3P	MIR4638_3P		59	0.5177013	1.2899786	0.022	0.2545898	1.0	4197	tags=34%, list=22%, signal=43%	
GCNP_SHH_UP_EARLY.V1_UP	GCNP_SHH_UP_EARLY.V1_UP		168	0.48817676	1.289965	0.002	0.25455573	1.0	3414	tags=29%, list=18%, signal=35%	
GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN	GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN		189	0.48548183	1.2898289	0.0	0.25482818	1.0	2673	tags=28%, list=14%, signal=32%	
HP_FACIAL_ASYMMETRY	HP_FACIAL_ASYMMETRY		121	0.49145335	1.2897196	0.006	0.2550376	1.0	4825	tags=41%, list=26%, signal=55%	
DESCARTES_MAIN_FETAL_CSH1_CSH2_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_CSH1_CSH2_POSITIVE_CELLS		86	0.49867594	1.2896644	0.006	0.25511184	1.0	3556	tags=29%, list=19%, signal=36%	
GSE22886_CTRL_VS_LPS_24H_DC_UP	GSE22886_CTRL_VS_LPS_24H_DC_UP		194	0.48584726	1.2895979	0.0	0.25520578	1.0	4061	tags=34%, list=22%, signal=42%	
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS	GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS		67	0.5091777	1.2895927	0.014	0.25515532	1.0	4094	tags=37%, list=22%, signal=47%	
GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP	GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP		193	0.48350704	1.2895442	0.0	0.2552169	1.0	5022	tags=40%, list=27%, signal=54%	
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY		53	0.51340854	1.2895339	0.03	0.25517744	1.0	5362	tags=47%, list=28%, signal=66%	
GOCC_ER_UBIQUITIN_LIGASE_COMPLEX	GOCC_ER_UBIQUITIN_LIGASE_COMPLEX		10	0.6181257	1.2894942	0.12860082	0.25521746	1.0	771	tags=20%, list=4%, signal=21%	
WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY	WP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PATHWAY		28	0.54086155	1.2894504	0.06412826	0.25525746	1.0	6383	tags=57%, list=34%, signal=86%	
WP_MELANOMA	WP_MELANOMA		68	0.50827724	1.289331	0.016	0.2554865	1.0	4613	tags=38%, list=24%, signal=50%	
HP_CENTRAL_SCOTOMA	HP_CENTRAL_SCOTOMA		34	0.5310304	1.289294	0.056	0.2555121	1.0	3992	tags=35%, list=21%, signal=45%	
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_BCELL_DN	GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_BCELL_DN		156	0.4843944	1.2892778	0.0	0.25548896	1.0	3421	tags=30%, list=18%, signal=36%	
GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP	GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP		191	0.4836433	1.2892638	0.0	0.25545326	1.0	6399	tags=49%, list=34%, signal=73%	
MORF_PSMF1	MORF_PSMF1		163	0.48740208	1.2892281	0.0	0.25548103	1.0	4836	tags=37%, list=26%, signal=49%	
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4		10	0.6127817	1.2891968	0.13157895	0.25549152	1.0	774	tags=20%, list=4%, signal=21%	
HP_FLUCTUATIONS_IN_CONSCIOUSNESS	HP_FLUCTUATIONS_IN_CONSCIOUSNESS		10	0.61594427	1.2891604	0.1345339	0.25552234	1.0	1469	tags=30%, list=8%, signal=33%	
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		403	0.4752779	1.2891446	0.0	0.25549147	1.0	5154	tags=37%, list=27%, signal=50%	
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION		42	0.5201229	1.289123	0.049	0.25547925	1.0	3226	tags=29%, list=17%, signal=34%	
HP_ABNORMALITY_OF_THALAMUS_MORPHOLOGY	HP_ABNORMALITY_OF_THALAMUS_MORPHOLOGY		44	0.5174236	1.2888969	0.044	0.2559932	1.0	2701	tags=27%, list=14%, signal=32%	
HP_ABNORMALITY_OF_FEMUR_MORPHOLOGY	HP_ABNORMALITY_OF_FEMUR_MORPHOLOGY		233	0.48426852	1.2888783	0.0	0.2559745	1.0	5541	tags=42%, list=29%, signal=59%	
GOBP_CENTRIOLE_ASSEMBLY	GOBP_CENTRIOLE_ASSEMBLY		45	0.51963556	1.2888567	0.031	0.25595927	1.0	874	tags=22%, list=5%, signal=23%	
PID_CDC42_PATHWAY	PID_CDC42_PATHWAY		69	0.5065041	1.2888517	0.025	0.25590688	1.0	4778	tags=42%, list=25%, signal=56%	
GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN		172	0.48396057	1.2888452	0.003	0.2558592	1.0	3585	tags=29%, list=19%, signal=36%	
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE		11	0.5966733	1.2888029	0.13793103	0.25589666	1.0	5722	tags=55%, list=30%, signal=78%	
GOBP_DEVELOPMENTAL_PIGMENTATION	GOBP_DEVELOPMENTAL_PIGMENTATION		43	0.5188431	1.2887895	0.049	0.25586882	1.0	4153	tags=35%, list=22%, signal=45%	
HP_ABNORMALITY_OF_THE_URETHRA	HP_ABNORMALITY_OF_THE_URETHRA		363	0.47541168	1.2887675	0.0	0.25586098	1.0	4515	tags=36%, list=24%, signal=47%	
GABP_B	GABP_B		260	0.47899145	1.2887347	0.0	0.25588113	1.0	4687	tags=36%, list=25%, signal=47%	
GSE17721_LPS_VS_CPG_1H_BMDC_UP	GSE17721_LPS_VS_CPG_1H_BMDC_UP		191	0.4871063	1.2887335	0.0	0.25581905	1.0	4852	tags=41%, list=26%, signal=54%	
GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION		28	0.5409328	1.2887293	0.072072074	0.25576133	1.0	2458	tags=29%, list=13%, signal=33%	
GOBP_MRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	GOBP_MRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II		10	0.5997731	1.2886842	0.14047867	0.25579396	1.0	307	tags=20%, list=2%, signal=20%	
GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN	GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN		187	0.4852134	1.2886392	0.001	0.25584045	1.0	3511	tags=31%, list=19%, signal=38%	
GOMF_INSULIN_RECEPTOR_BINDING	GOMF_INSULIN_RECEPTOR_BINDING		22	0.5506028	1.2886138	0.09154929	0.25584468	1.0	4221	tags=41%, list=22%, signal=53%	
CHAMP1_TARGET_GENES	CHAMP1_TARGET_GENES		159	0.4893682	1.2885927	0.001	0.25583333	1.0	5045	tags=35%, list=27%, signal=48%	
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		165	0.48973963	1.2885029	0.001	0.25599203	1.0	4397	tags=34%, list=23%, signal=44%	
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP		66	0.5034703	1.288389	0.018	0.25620276	1.0	4336	tags=38%, list=23%, signal=49%	
MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL	MENON_FETAL_KIDNEY_7_LOOPOF_HENLE_CELLS_DISTAL		232	0.4802879	1.2883719	0.0	0.25617984	1.0	5895	tags=45%, list=31%, signal=65%	
INGA_TP53_TARGETS	INGA_TP53_TARGETS		16	0.57830757	1.288356	0.09939148	0.2561561	1.0	4464	tags=44%, list=24%, signal=57%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP	GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP		194	0.4831572	1.288338	0.0	0.2561282	1.0	5999	tags=45%, list=32%, signal=65%	
DESCARTES_FETAL_HEART_STROMAL_CELLS	DESCARTES_FETAL_HEART_STROMAL_CELLS		31	0.534374	1.2883079	0.058058057	0.25613886	1.0	6688	tags=58%, list=35%, signal=90%	
E2F_Q6_01	E2F_Q6_01		228	0.48384592	1.2881936	0.0	0.25636232	1.0	5409	tags=43%, list=29%, signal=60%	
HP_NEUROENDOCRINE_NEOPLASM	HP_NEUROENDOCRINE_NEOPLASM		33	0.53089154	1.2881328	0.065	0.25645393	1.0	3769	tags=33%, list=20%, signal=42%	
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT		18	0.56825763	1.2881057	0.119959675	0.2564567	1.0	6811	tags=72%, list=36%, signal=113%	
GOBP_PROTEIN_TARGETING	GOBP_PROTEIN_TARGETING		424	0.47428304	1.2880363	0.0	0.25656778	1.0	3643	tags=31%, list=19%, signal=37%	
MIR6069	MIR6069		28	0.5386672	1.2879976	0.079	0.25659743	1.0	6949	tags=68%, list=37%, signal=107%	
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS		45	0.52086663	1.2879695	0.043	0.2566018	1.0	4204	tags=42%, list=22%, signal=54%	
GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP	GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP		194	0.4850984	1.2878672	0.001	0.2567847	1.0	3901	tags=30%, list=21%, signal=38%	
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY	HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY		384	0.47713563	1.2877946	0.0	0.25690013	1.0	5891	tags=46%, list=31%, signal=66%	
RB_DN.V1_UP	RB_DN.V1_UP		117	0.4921684	1.2877691	0.005	0.25689948	1.0	5920	tags=45%, list=31%, signal=66%	
BIOCARTA_NGF_PATHWAY	BIOCARTA_NGF_PATHWAY		20	0.55603427	1.2877027	0.08853119	0.2569996	1.0	6811	tags=65%, list=36%, signal=102%	
MIR4512	MIR4512		19	0.5609512	1.2876354	0.09766022	0.25709373	1.0	2579	tags=37%, list=14%, signal=43%	
NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON	NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON		37	0.52626544	1.287596	0.053	0.25713244	1.0	4547	tags=35%, list=24%, signal=46%	
HP_NORMOCYTIC_ANEMIA	HP_NORMOCYTIC_ANEMIA		13	0.58443683	1.287594	0.112474434	0.2570714	1.0	6647	tags=77%, list=35%, signal=119%	
HP_ABSENT_SEPTUM_PELLUCIDUM	HP_ABSENT_SEPTUM_PELLUCIDUM		98	0.4971728	1.2875849	0.001	0.25702646	1.0	5938	tags=46%, list=31%, signal=67%	
HP_ABNORMALITY_OF_LOWER_LIMB_METAPHYSES	HP_ABNORMALITY_OF_LOWER_LIMB_METAPHYSES		19	0.55678463	1.2875834	0.09274194	0.2569655	1.0	5372	tags=53%, list=28%, signal=74%	
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP	GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP		188	0.4872694	1.2875742	0.001	0.25692937	1.0	4341	tags=36%, list=23%, signal=47%	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	GOBP_REGULATION_OF_CENTROSOME_CYCLE		47	0.5209471	1.2874769	0.028	0.2571089	1.0	6844	tags=62%, list=36%, signal=97%	
GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN	GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN		192	0.4848921	1.2874612	0.001	0.25708216	1.0	4114	tags=29%, list=22%, signal=37%	
GCM_MYST2	GCM_MYST2		167	0.48724097	1.287459	0.0	0.25702006	1.0	6124	tags=50%, list=32%, signal=74%	
MORF_CDC2L5	MORF_CDC2L5		140	0.49120966	1.2874047	0.001	0.25708553	1.0	3402	tags=31%, list=18%, signal=38%	
GOBP_REGULATION_OF_CELL_AGING	GOBP_REGULATION_OF_CELL_AGING		46	0.5163508	1.287396	0.042	0.25703785	1.0	5020	tags=41%, list=27%, signal=56%	
GTATGAT_MIR154_MIR487	GTATGAT_MIR154_MIR487		69	0.5085432	1.2873384	0.015	0.25711614	1.0	3414	tags=29%, list=18%, signal=35%	
GCM_AIP	GCM_AIP		39	0.5277285	1.2873149	0.048	0.25710487	1.0	2588	tags=31%, list=14%, signal=36%	
GCM_UBE2N	GCM_UBE2N		149	0.49017432	1.2873054	0.005	0.25705934	1.0	6287	tags=50%, list=33%, signal=74%	
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN	GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN		161	0.48803684	1.2872976	0.0	0.25701013	1.0	3641	tags=30%, list=19%, signal=37%	
MIR1302	MIR1302		66	0.51056015	1.287285	0.02	0.25697592	1.0	2476	tags=24%, list=13%, signal=28%	
DNMT1_TARGET_GENES	DNMT1_TARGET_GENES		149	0.48684523	1.2872663	0.001	0.25695008	1.0	5504	tags=42%, list=29%, signal=59%	
MAX_01	MAX_01		254	0.4809366	1.2872518	0.0	0.2569254	1.0	4682	tags=35%, list=25%, signal=46%	
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN		192	0.48363137	1.2872294	0.0	0.25691652	1.0	6073	tags=43%, list=32%, signal=63%	
CHR2P13	CHR2P13		82	0.50401974	1.2872226	0.011	0.25686854	1.0	4570	tags=34%, list=24%, signal=45%	
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_UP	GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_DC_UP		191	0.48724836	1.2872128	0.0	0.25682822	1.0	3887	tags=34%, list=21%, signal=42%	
HP_SHORT_LONG_BONE	HP_SHORT_LONG_BONE		177	0.48252434	1.2871851	0.0	0.25682694	1.0	5482	tags=42%, list=29%, signal=59%	
HP_PREAXIAL_POLYDACTYLY	HP_PREAXIAL_POLYDACTYLY		70	0.5025449	1.2870924	0.013	0.25698498	1.0	4888	tags=37%, list=26%, signal=50%	
HP_MICROTIA_THIRD_DEGREE	HP_MICROTIA_THIRD_DEGREE		10	0.6138737	1.2870246	0.12738854	0.25708666	1.0	4888	tags=70%, list=26%, signal=94%	
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS		412	0.47528026	1.286994	0.0	0.25709373	1.0	4484	tags=33%, list=24%, signal=42%	
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	GSE17721_CTRL_VS_CPG_24H_BMDC_DN		196	0.4834836	1.2869842	0.0	0.25705424	1.0	3681	tags=30%, list=20%, signal=36%	
EHLERS_ANEUPLOIDY_UP	EHLERS_ANEUPLOIDY_UP		37	0.5230294	1.2869782	0.049	0.25700215	1.0	4135	tags=38%, list=22%, signal=48%	
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP		194	0.4840637	1.2869602	0.0	0.25698072	1.0	4921	tags=41%, list=26%, signal=55%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_UP		188	0.48419735	1.2868829	0.0	0.25709224	1.0	4767	tags=35%, list=25%, signal=46%	
GOBP_ONE_CARBON_COMPOUND_TRANSPORT	GOBP_ONE_CARBON_COMPOUND_TRANSPORT		12	0.5986062	1.2867842	0.11782787	0.25727063	1.0	4737	tags=42%, list=25%, signal=56%	
HP_COMPLETE_DUPLICATION_OF_PHALANX_OF_HAND	HP_COMPLETE_DUPLICATION_OF_PHALANX_OF_HAND		13	0.59191126	1.2867342	0.12174818	0.2573358	1.0	5818	tags=54%, list=31%, signal=78%	
