GENE,BF_SP_HT,BF_SP_WT
KRAS,-0.14066666666666666,10.929666666666668
KRT33A,-4.995,-8.873
KRT37,-6.162666666666667,-10.285
KRTAP1-1,-4.965,-9.44
LAGE3,7.710666666666667,21.664666666666665
LAMTOR5,13.84,11.907
LAS1L,16.733999999999998,35.477333333333334
LATS2,-10.437333333333333,-7.759
LCA5L,-2.302,3.2399999999999993
LCN12,-5.844666666666667,-8.411
LCTL,0.05566666666666661,0.0650000000000001
LENG1,4.554666666666667,23.618000000000002
LNP1,-5.752,4.365666666666667
LRPPRC,4.073333333333333,21.046333333333333
LRRC15,-6.031666666666666,0.29133333333333306
LRRC29,-6.161666666666666,-7.803
LRRC46,-0.19999999999999998,13.272
LRRC57,16.981,33.29266666666667
LRSAM1,-0.9166666666666669,0.8949999999999999
LSM2,-1.923,2.373666666666667
LSM5,15.739999999999998,30.519666666666666
LSM6,21.255333333333333,47.56033333333333
LSM7,3.4226666666666667,20.032
LSM8,20.053333333333335,38.96033333333333
LUZP1,-6.910666666666667,-11.243333333333334
LYL1,-2.822,-1.6969999999999998
LYPD1,-5.271333333333334,-6.438
LYPLA1,-3.331,2.985333333333333
LYRM4,-2.0676666666666668,9.694333333333333
MAD2L1,10.92,17.919
MAD2L1BP,30.159666666666666,47.38466666666667
MAGEB4,-6.644333333333333,-9.384666666666666
MAGOHB,12.763666666666667,3.3086666666666664
MAP4K5,-4.199666666666666,7.142666666666667
MAPK9,-1.4556666666666667,7.617666666666667
MAPRE1,-0.3463333333333334,-4.196666666666667
MARS,13.342333333333334,32.92066666666667
MATN3,-6.839666666666667,-4.857666666666667
MAU2,0.31666666666666654,2.331666666666667
MAZ,-4.5423333333333336,-11.817
MBTD1,-2.223333333333333,5.175333333333334
MBTPS2,29.224,33.852000000000004
MCL1,8.149000000000001,18.46
MCM2,30.673,48.89433333333333
MCM3AP,-1.5533333333333332,8.804666666666668
MCM5,26.364666666666665,43.42733333333334
MCM6,14.562333333333333,29.797
MCM7,-4.598333333333334,2.9203333333333332
MCPH1,5.783333333333333,19.47
MCTS1,-0.006000000000000005,41.355
MDM2,15.446,27.595333333333336
MDM4,9.543999999999999,7.709333333333333
MDN1,11.377333333333333,40.576
MED1,1.697,-2.6336666666666666
MED11,2.725,33.807
MED14OS,-3.668333333333333,5.764
MED19,-0.3546666666666667,9.017333333333333
MED20,-5.3469999999999995,5.786333333333333
MED22,14.255666666666666,33.721000000000004
MED30,17.078,48.80566666666667
MED4,5.2923333333333336,21.10033333333333
MED9,18.825666666666667,47.236
MEF2A,-5.365,-5.824
MEGF11,-5.9976666666666665,-6.626
MEN1,-5.0793333333333335,14.140666666666668
MESDC2,-2.8316666666666666,-5.49
METAP2,4.366333333333333,21.451666666666668
METTL14,7.375666666666667,29.604
METTL15,1.2510000000000001,11.17
METTL25,-2.641,5.937666666666667
METTL3,13.912333333333333,37.84166666666667
METTL4,-2.216666666666667,11.000333333333334
MFRP,-7.26,-11.527
MGEA5,-2.1563333333333334,14.799666666666667
MIA,-3.6963333333333335,2.7056666666666667
MIEF1,-4.6306666666666665,-3.349666666666667
MIIP,-1.031,13.838
MIS18A,17.749666666666666,51.20766666666667
MIS18BP1,28.141333333333332,48.61666666666667
MKNK1,-2.9480000000000004,-2.9293333333333336
MMP11,-3.1476666666666664,10.160333333333334
MMP15,1.8196666666666668,16.726333333333333
MMP24,-1.7819999999999998,2.734
MMP27,-3.094,-8.266333333333334
MMS22L,16.948666666666668,29.382333333333335
MNAT1,32.440333333333335,48.848333333333336
MOB4,16.349666666666668,10.055333333333333
MOCS3,3.403,20.467
MON2,-2.845,-9.377
MORC1,-0.9906666666666667,-6.556
MPC1,-2.566666666666667,-6.854666666666667
MPHOSPH10,4.772333333333333,15.528
MPV17,-7.518,-4.224333333333334
MRAP2,4.508,28.368333333333336
MRPL1,1.3476666666666666,-1.5786666666666669
MRPL11,5.756333333333333,24.255666666666666
MRPL13,10.950666666666667,32.379666666666665
MRPL19,10.093333333333334,31.927666666666667
MRPL2,-3.0993333333333335,1.4026666666666667
MRPL21,-1.8943333333333332,25.999666666666666
MRPL22,20.039,36.549
MRPL28,4.583666666666667,18.081666666666667
MRPL30,6.250666666666667,14.475666666666667
MRPL32,2.648,17.428333333333335
MRPL35,32.404333333333334,50.029333333333334
MRPL38,0.7083333333333334,13.938333333333333
MRPL44,-2.094,5.893666666666666
MRPL45,12.275500000000001,38.322
MRPL46,1.317,21.312
MRPL47,-4.356,8.820333333333334
MRPL48,15.908333333333335,27.059
MRPL49,8.061666666666667,20.684333333333335
MRPL51,0.6123333333333333,23.923
MRPL57,8.405666666666667,22.973
MRPL9,2.8696666666666664,18.803
MRPS10,7.320333333333333,28.118333333333332
MRPS11,3.2329999999999997,12.596333333333332
MRPS17,27.172333333333334,38.748333333333335
MRPS2,-0.7786666666666667,12.899666666666667
MRPS23,12.436666666666666,27.183666666666667
MRPS24,-0.5983333333333334,17.925666666666665
MRPS27,1.5153333333333332,16.243
MRPS28,-1.3243333333333334,9.965666666666667
MT3,-5.134,-2.612
MTAP,-4.059,5.384333333333333
MTBP,12.105666666666666,41.24
MTCH2,-5.312333333333333,-0.07933333333333363
MTERF3,10.498333333333333,41.546
MTERF4,4.867666666666667,24.176000000000002
MTF2,-7.571333333333333,-6.392333333333333
MTG2,-3.144,4.517
MTM1,-4.670333333333334,7.721666666666668
MTMR12,-3.648,-1.1496666666666664
MTOR,8.526333333333334,20.962
MTPAP,11.999333333333334,42.61366666666667
MTX1,5.9799999999999995,21.842666666666666
MTX2,-1.874,12.009
MUM1,-2.5433333333333334,-1.0749999999999997
MUT,4.4399999999999995,13.949666666666666
MUTYH,7.122,21.846333333333334
MVD,3.6086666666666667,2.186666666666667
MVK,6.520333333333333,-0.08466666666666668
MXRA5,-4.029,3.1069999999999998
MYBL2,5.938000000000001,28.768666666666668
MYH14,1.981,10.313666666666666
MYH9,-8.238666666666667,-10.784333333333333
MYL6,-7.684,-11.745
MYOCD,-3.651,0.16933333333333303
MZT1,2.2493333333333334,13.152333333333333
N6AMT1,14.223333333333333,20.419999999999998
NAA15,3.5,20.079666666666668
NAA30,7.985666666666667,16.740666666666666
NABP2,7.162,4.984999999999999
NADK2,4.7443333333333335,-1.9436666666666667
NAE1,11.704,31.724333333333334
NAF1,9.568333333333333,36.24366666666667
NARS2,-3.444,8.433333333333334
NASP,0.7270000000000003,8.31
NAT10,12.478,34.13666666666666
NBN,13.520333333333333,28.19333333333333
NBR1,3.3216666666666668,-9.244666666666667
NCAPD2,9.131,26.656
NCAPD3,6.519,27.112
NCAPH2,-4.035333333333334,10.007333333333333
NCBP1,3.607333333333333,23.131999999999998
NCKAP1,5.617,8.339666666666666
NDC80,5.322666666666667,28.563666666666666
NDST1,-5.565333333333333,-1.9260000000000002
NDUFA3,0.48366666666666663,1.2389999999999999
NDUFA7,7.1193333333333335,32.809666666666665
NDUFAB1,7.912333333333333,23.468333333333334
NDUFAF5,25.003999999999998,41.730333333333334
NDUFAF7,11.870000000000001,28.723
NDUFB4,4.248333333333333,2.4563333333333333
NDUFS5,4.534666666666666,2.6466666666666665
NDUFS8,2.591333333333333,0.1366666666666665
NEDD1,10.292666666666667,36.53033333333333
NEDD8,12.916333333333334,33.712666666666664
NEFL,18.305666666666667,37.621
NEK1,-3.677,-2.4203333333333332
NELFA,-4.449333333333334,-2.6476666666666664
NF2,-12.716666666666667,-7.703
NFE2L2,1.284,11.032666666666666
NFE2L3,-3.893333333333333,-5.307
NFKBIE,-3.966666666666667,-0.4993333333333328
NFS1,14.198,39.00066666666667
NFU1,0.4663333333333335,4.530333333333333
NFYA,-3.2933333333333334,2.3649999999999998
NFYB,-3.924,8.727
NFYC,-2.5573333333333332,8.389
NHP2,15.435,31.171666666666667
NHSL2,-5.946666666666666,-5.4159999999999995
NIFK,5.614333333333334,24.129333333333335
NIT1,1.348666666666667,22.615333333333332
NKAIN1,1.6810000000000003,-3.779
NKAP,28.169666666666664,54.363
NKX6-1,-2.578,4.3145
NKX6-2,5.022333333333333,18.717000000000002
NLK,-8.266666666666666,-4.024
NLRP4,-2.3583333333333334,-8.774000000000001
NMD3,18.404333333333334,48.562666666666665
NME2,-5.046,2.0116666666666667
NOC2L,-2.8856666666666664,12.708
NOL6,18.791666666666668,31.591
NOL7,3.5653333333333332,21.463666666666665
NOL8,26.578666666666667,36.14533333333333
NOLC1,3.416666666666667,19.745
NOM1,-2.8593333333333333,0.6
NOP9,2.9766666666666666,21.622999999999998
NOTO,-4.405333333333333,-9.8533333333333335
NPAT,-5.564666666666667,0.0016666666666667425
NPM1,13.232333333333333,43.468666666666664
NPSR1,-5.1739999999999995,-9.678333333333333
NPVF,-3.574,-9.424
NR1D1,-5.496666666666667,-5.5793333333333335
NR3C2,-5.319,-3.3636666666666666
NRIP2,-2.168333333333333,5.2843333333333335
NSMCE1,31.408,42.315
NSMCE4A,5.697,26.199666666666666
NSRP1,14.823666666666666,28.388666666666666
NUBP2,0.30566666666666636,13.809666666666667
NUDC,-2.1373333333333333,32.43633333333334
NUDCD3,18.954333333333334,36.56
NUF2,21.335333333333335,39.626666666666665
NUP214,2.9993333333333334,13.870333333333335
NUP37,19.732666666666667,-4.34
NUP85,14.199333333333334,38.862
NUP93,20.068666666666665,43.152
NUP98,15.081,34.551
NUPL2,5.876333333333333,17.121666666666666
NUTM1,-4.716666666666667,-9.406
NXF1,-1.8439999999999999,13.802333333333333
ODF2L,-4.731,-3.2483333333333335
OGFOD1,5.065333333333333,24.543333333333333
OGFOD3,-6.21,-1.5446666666666664
OGT,7.551,20.508
OLFM1,-2.7203333333333335,9.915333333333333
ONECUT1,-3.6353333333333335,-7.115333333333334
OOSP2,-7.142666666666667,-10.199666666666667
OPA3,-2.114333333333333,11.141666666666667
OPLAH,-7.621666666666667,-5.316
OPRK1,1.5409999999999997,9.988333333333333
ORC1,5.827,25.865
ORC2,23.054000000000002,35.05433333333333
ORC5,20.578666666666667,31.102
ORC6,-4.585666666666667,2.0746666666666664
OST4,0.1293333333333333,10.977333333333334
OXNAD1,-4.495,0.9623333333333333
OXSM,7.508666666666667,21.793333333333333
PA2G4,-2.574,-1.366
PABPC1,-2.150333333333333,12.383666666666667
PAFAH1B1,-5.025666666666667,0.9713333333333333
PAK1IP1,5.304,14.971666666666666
PAPSS2,-5.6979999999999995,-3.5963333333333334
PARL,-2.9546666666666668,4.258666666666667
PARN,12.230333333333334,14.160666666666668
PARP3,-3.336666666666667,10.254333333333333
PARPBP,8.946333333333333,-7.294333333333333
PATZ1,-3.6856666666666666,2.4523333333333333
PAX9,-5.492666666666667,-3.7009999999999996
PAXBP1,6.906666666666667,23.198999999999998
PBRM1,-4.310666666666666,4.492333333333333
PCBP4,-3.722,7.332333333333334
PCDH20,-3.471333333333333,5.835666666666667
PCDHB2,-4.655,-2.564333333333334
PCID2,-4.651666666666666,-2.675333333333333
PCSK4,-5.220000000000001,-6.094666666666667
PCSK5,-4.370333333333333,-4.604666666666667
PDCD10,-4.697666666666667,-2.6896666666666667
PDCD5,14.669666666666666,34.33566666666667
PDCD7,9.693999999999999,26.003333333333334
PDCL,3.908333333333333,2.785333333333333
PDE12,3.836666666666667,-2.197
PDGFRB,-4.124666666666666,0.9639999999999999
PDHA1,-0.4026666666666667,-3.3716666666666666
PDHB,-0.279,4.397333333333334
PDIA6,-1.1223333333333334,-2.5616666666666665
PDZD11,8.004333333333333,3.972666666666667
PEF1,-7.392666666666667,-1.9590000000000003
PELO,17.452333333333332,18.532666666666668
PELP1,2.849666666666667,21.561333333333334
PES1,1.6316666666666668,3.278666666666666
PET100,0.2206666666666667,15.545333333333332
PET117,6.809,25.123333333333335
PFDN2,6.5409999999999995,33.161
PFKFB3,-1.9096666666666666,2.645666666666667
PGAM1,-3.4520000000000004,3.4219999999999997
PGGT1B,30.696,40.812
PGS1,9.421666666666667,37.77166666666667
PHAX,9.138,30.29266666666667
PHF1,0.7276666666666666,12.882333333333332
PI4KB,12.288666666666668,20.776
PIAS1,-0.626,-6.035
PIBF1,12.853666666666667,30.590333333333334
PIK3C3,7.152,15.86
PITPNB,13.816666666666666,20.229
PITX1,-3.606,-4.213
PIWIL1,-6.859999999999999,-11.499
PKM,-0.49766666666666665,22.423666666666666
PKMYT1,2.742,24.44633333333333
PKN3,-2.4803333333333333,-1.7196666666666662
PLCL2,-4.035,-2.6826666666666665
PLD5,1.3913333333333333,-9.576666666666666
PLEKHA1,-7.498666666666667,-5.088666666666667
PLEKHG5,-1.0353333333333332,9.915666666666667
PLIN1,-6.326333333333333,-9.720666666666666
PLK1,7.415333333333334,25.372
PLK4,12.065333333333333,29.82633333333333
PLOD3,0.4516666666666668,15.460333333333335
PLP1,-5.567666666666667,-5.450666666666667
PLRG1,25.299,40.704
PM20D2,-5.470666666666666,-0.09766666666666672
PMF1,13.783333333333333,40.03733333333333
PMPCA,9.208666666666666,25.21
PMVK,5.730333333333333,1.7666666666666664
PNISR,12.993666666666666,27.209
PNN,-1.2866666666666666,11.956
PNO1,10.061333333333334,27.520666666666667
PNPT1,20.903333333333332,38.06133333333333
POC1B,-3.52,9.111333333333333
POLA1,7.889666666666667,20.232666666666667
POLB,-2.913333333333333,5.157
POLE4,2.6453333333333333,9.268666666666666
POLG,-2.4366666666666665,10.167333333333334
POLH,-4.535,5.050666666666666
POLR1A,6.113666666666667,24.103666666666665
POLR1C,2.7823333333333333,23.22566666666667
POLR1D,12.118333333333332,27.076
POLR2E,3.75,1.0656666666666672
POLR2F,3.033,13.055333333333333
POLR2G,32.44266666666667,40.563
POLR2H,37.983666666666664,54.842333333333336
POLR2K,21.187333333333335,43.26466666666666
POLR2L,-0.65,11.952666666666666
POLR3A,2.9973333333333336,12.907333333333334
POLR3B,0.87,14.876666666666667
POLR3D,-2.3049999999999997,4.025333333333334
POLR3G,15.142666666666667,35.54866666666666
POLR3H,-1.442,7.881666666666667
POM121L12,-7.2683333333333335,-8.962
POP1,18.039,43.82933333333333
POP4,22.897,45.36266666666667
POP5,20.821333333333335,37.43033333333334
POT1,10.767666666666667,28.840999999999998
POU3F2,-6.919,-3.2716666666666665
PPA2,11.050666666666666,21.201666666666668
PPIE,4.123,30.831666666666667
PPM1D,17.767666666666667,15.717
PPP1CB,5.431,21.966333333333335
PPP1R1B,-0.9976666666666665,5.203666666666667
PPP1R2,28.903333333333332,34.723
PPP1R35,-0.4203333333333335,6.843
PPP1R3D,-4.604666666666667,-4.678999999999999
PPP1R8,15.351,40.48833333333333
PPP2R1A,-3.9640000000000004,6.788666666666667
PPP2R3C,-3.7806666666666664,3.1596666666666664
PPP4R2,15.189,36.281333333333336
PPWD1,1.9066666666666665,14.956
PRADC1,-4.914,1.0040000000000002
PRAMEF1,-4.389666666666667,-9.988666666666667
PRC1,0.36199999999999993,12.236333333333334
PRCC,3.3190000000000004,18.792
PRDM10,1.7836666666666663,12.118666666666666
PRDM15,-0.5303333333333333,14.536666666666667
PREX2,-5.269666666666667,-1.026
PRG2,-4.487333333333334,-1.66
PRIM2,17.655333333333335,39.94466666666667
PRKCH,-6.121,-5.439333333333333
PRKDC,3.238,21.886333333333333
PRKRA,1.837,9.774666666666667
PRMT5,-4.988666666666667,7.5729999999999995
PRPF19,24.181333333333335,36.62833333333333
PRPF38B,6.633333333333333,30.110333333333333
PRPF4,8.197333333333333,24.926666666666666
PRPF40A,0.28466666666666685,16.143666666666665
PRPF6,10.222333333333333,38.241
PRR35,-3.3996666666666666,-1.9836666666666665
PRRC2C,4.214333333333333,-0.4553333333333333
PRRX2,-3.650333333333333,2.547
PRSS12,-4.479,-0.6890000000000001
PRSS21,-1.7956666666666665,2.979333333333333
PSAT1,-4.988666666666667,-6.4236666666666675
PSMA1,15.796666666666667,25.186999999999998
PSMA3,8.940666666666667,32.797333333333334
PSMA6,19.879,34.955
PSMA7,-1.8426666666666667,2.0879999999999996
PSMB1,13.113999999999999,37.699
PSMB2,18.221,42.963
PSMB6,8.317666666666666,27.852333333333334
PSMC2,17.012333333333334,38.66466666666667
PSMC4,11.551666666666666,45.54833333333333
PSMC5,-1.0046666666666668,17.282
PSMD13,-2.8196666666666665,12.675999999999998
PSMD2,-0.20266666666666674,24.378
PSMD3,-3.7993333333333332,22.115666666666666
PSMD4,20.212333333333333,46.755
PSMD7,20.191,43.472
PSME3,9.767999999999999,-1.659
PTCD3,5.477666666666667,21.269333333333332
PTEN,-8.578,-9.918666666666667
PTF1A,0.15800000000000006,5.607666666666667
PTPN14,-8.065666666666667,-8.75
PTPRF,-5.145333333333333,-1.1093333333333337
PTTG1,19.676666666666666,48.705
PUF60,-2.5316666666666667,13.653333333333332
PUM1,13.172,10.320666666666666
PUS3,1.1766666666666667,-0.6956666666666667
PWP1,19.942999999999998,39.943
PXN,6.771,1.7940000000000003
QARS,11.607333333333333,20.602
QKI,3.5276666666666667,18.326666666666668
QRSL1,4.7509999999999994,24.059666666666665
R3HDM2,-5.561,3.98
RAB10,-1.181,-2.7696666666666667
RAB29,-2.7426666666666666,6.359666666666667
RAB40C,2.888,9.768999999999998
RAB44,-4.053,3.4140000000000006
RAB7A,-0.37333333333333335,-2.6703333333333332
RAD1,0.3,9.636
RAD21,-5.836333333333333,-0.6519999999999998
RAD50,25.685666666666666,47.596000000000004
RAD9B,3.235333333333333,13.241666666666667
RAI1,-0.8696666666666668,9.800666666666668
RALGAPB,-15.117333333333333,-11.005666666666666
RAN,4.437333333333333,16.900333333333332
RARA,-10.687333333333333,-12.030333333333333
RARS2,9.891,27.301666666666666
RASA3,-2.906,6.135666666666667
RBBP6,-1.7443333333333335,8.255666666666666
RBM10,2.231,3.5813333333333337
RBM12B,-4.214,-0.10566666666666658
RBM14,3.108,23.917666666666666
RBM15,-4.487333333333333,13.868333333333334
RBM17,0.8253333333333334,26.077666666666666
RBM22,13.003,36.007
RBM25,4.018666666666667,18.31866666666667
RBM27,12.432666666666668,25.317666666666668
RBM4,3.0653333333333332,-0.6016666666666666
RBM42,23.529333333333334,42.742
RBM48,0.3966666666666666,22.525
RBM8A,23.532333333333334,39.57566666666666
RBMS1,-5.106333333333334,-2.3453333333333335
RBMX2,22.165,41.484
RBX1,-0.6133333333333336,6.467666666666667
RCAN3,-4.878666666666667,-2.986666666666667
RCC1,8.083333333333334,24.484
RCL1,20.789666666666665,45.814
RECQL,8.293666666666667,30.592333333333332
RECQL4,-2.965333333333333,10.657
REG3A,-6.116666666666667,-9.651
RER1,-3.72,3.136
REV3L,-2.5060000000000002,1.4383333333333328
REXO2,7.823,16.073333333333334
RFC1,19.677333333333333,35.73133333333333
RFC3,18.938666666666666,43.04333333333334
RFC5,12.418333333333333,35.04633333333333
RGCC,-6.998333333333333,-4.326666666666667
RGS7,-5.703666666666667,-3.3846666666666665
RHOA,4.874,-2.9633333333333334
RIF1,6.293333333333334,0.6500000000000001
RILPL1,1.7036666666666662,12.601333333333333
RIMS3,-5.501333333333333,-1.5636666666666668
RIOK2,9.939333333333334,25.89666666666667
RITA1,11.753666666666668,30.25166666666667
RLIM,-5.664666666666667,2.346666666666667
RNASE13,-2.116,-6.225333333333333
RNASEH2B,12.726,33.958333333333336
RNASEK,7.6466666666666665,23.069333333333333
RNF111,1.358666666666667,0.46666666666666656
RNF123,-2.158333333333333,2.6839999999999997
RNF166,-3.336333333333333,13.254
RNF220,-4.423,-3.9486666666666665
RNF25,14.175333333333333,1.1716666666666666
RNF39,-3.9393333333333334,1.3893333333333329
RNF4,12.273,19.220666666666666
RNF7,6.886333333333333,5.848
RNF8,1.042,12.347666666666667
RNGTT,16.296,43.426
RPA1,16.227666666666664,44.659
RPA2,24.386666666666667,45.04266666666667
RPA3,0.5726666666666667,16.594333333333335
RPAP1,19.856333333333332,43.623
RPAP3,5.0376666666666665,29.932000000000002
RPE65,-8.186,-10.218
RPF2,12.918,42.659
RPL10A,17.47533333333333,34.713
RPL12,7.29,38.579499999999996
RPL14,10.434000000000001,27.853
RPL17,8.58,20.015666666666668
RPL17-C18orf32,-4.711666666666667,3.288666666666667
RPL23A,27.404333333333334,40.97
RPL24,18.884333333333334,39.47333333333333
RPL26,16.598,30.377333333333333
RPL27,9.223666666666666,32.763333333333335
RPL27A,17.80366666666667,45.477
RPL3,15.795666666666667,38.763999999999996
RPL31,20.046333333333333,29.849666666666668
RPL32,11.430666666666667,31.703333333333333
RPL34,24.676000000000002,46.654666666666664
RPL36A,6.022333333333333,25.925666666666668
RPL37,11.398333333333333,26.77466666666667
RPL38,17.459,38.974666666666664
RPL39,13.380333333333333,31.310333333333332
RPL4,12.479333333333333,30.669
RPL9,37.37233333333333,48.461
RPP25L,-2.302,8.770666666666667
RPP30,23.996666666666666,46.66766666666667
RPP38,8.0795,31.4165
RPRD1B,3.91,22.941333333333333
RPRD2,1.341,13.843
RPS10,22.810000000000002,56.2655
RPS11,11.259333333333334,31.625666666666667
RPS13,11.465333333333334,32.424
RPS16,11.247,23.712666666666667
RPS17,12.126999999999999,37.43533333333333
RPS2,-0.7749999999999999,14.295
RPS21,-0.10533333333333342,12.802333333333333
RPS27,16.796333333333333,35.730333333333334
RPS3,9.607333333333333,17.105
RPS4X,25.36466666666667,35.413333333333334
RPS6,17.911,38.034333333333336
RPS6KA5,-5.458333333333333,-1.1966666666666665
RPS7,26.49833333333333,47.235
RPS8,17.972,34.63433333333333
RPSA,20.163333333333334,40.82933333333334
RPTOR,5.944,25.157
RPUSD1,-4.346333333333334,3.4916666666666667
RPUSD4,-5.270666666666667,-3.108
RRBP1,-5.589666666666667,1.5256666666666667
RRM1,20.324333333333332,23.969666666666665
RRM2,14.68,16.826
RRP12,2.3916666666666666,28.377000000000002
RRP7A,7.0713333333333335,21.921666666666667
RRP9,12.948666666666666,42.17166666666667
RSL24D1,6.412999999999999,27.133333333333333
RSU1,-0.572,-8.376333333333333
RTKN,-2.034666666666667,3.326666666666667
RUVBL1,17.531333333333333,27.417333333333332
RUVBL2,18.055666666666667,40.019999999999996
RXRB,0.02300000000000013,13.353
RYR2,-1.6146666666666667,0.231
S100A7A,-4.635,-8.469666666666667
SALL4,11.516333333333334,0.07866666666666663
SAMD14,-1.2610000000000001,6.144
SAMM50,19.206333333333333,31.56
SAP18,1.1106666666666667,7.151
SARNP,-0.6866666666666668,-8.395999999999999
SARS,26.774666666666665,49.721666666666664
SASS6,4.530333333333333,14.060666666666666
SAXO2,-4.737333333333333,4.365666666666667
SBNO1,3.1683333333333334,18.23933333333333
SC5D,-5.7330000000000005,-4.4046666666666665
SCAF8,-8.467,-5.9736666666666665
SCAMP4,5.194333333333333,31.871666666666666
SCFD1,11.986333333333333,41.39866666666667
SCN3B,-4.557666666666666,-2.1543333333333337
SCRN3,14.437666666666667,28.77466666666667
SDAD1,12.415666666666667,20.236333333333334
SDCCAG3,-4.556,6.531666666666666
SDF2,5.693333333333333,30.088333333333335
SDF2L1,-4.947666666666667,-2.19
SDHC,2.477,-1.6136666666666666
SEC13,13.052333333333333,32.425666666666665
SEC61B,11.652666666666667,37.401333333333334
SEC62,7.469666666666667,19.416333333333334
SEL1L,8.876,-2.465
SEMA4F,-2.626,3.902333333333333
SERAC1,-0.28966666666666674,-7.225666666666666
SERPINA9,-4.923333333333334,-9.142333333333333
SETD1A,-2.74,15.487333333333334
SETD1B,-0.35000000000000026,-7.614333333333333
SETD2,-1.2966666666666666,13.422333333333333
SETDB1,-3.6226666666666665,-4.474666666666667
SEZ6,-4.636666666666667,-3.4363333333333337
SF3A2,14.265999999999998,26.839666666666666
SF3B1,0.22166666666666676,21.592333333333332
SF3B5,14.008333333333333,31.79133333333333
SFPQ,-2.7043333333333335,6.428
SFR1,-1.8363333333333334,8.139333333333333
SFSWAP,-2.997666666666667,7.38
SH2D4B,-6.452,0.26099999999999984
SH3RF3,-3.4703333333333335,-1.3793333333333333
SHE,1.6173333333333335,17.717666666666666
SHQ1,-0.35800000000000004,12.209666666666667
SI,-4.918,-8.071
SIAH2,-6.738,-6.983
SIK3,-5.251666666666667,-0.9129999999999997
SIRT1,5.550666666666666,29.24833333333333
SIVA1,1.0179999999999998,-0.9456666666666667
SKA1,18.07,32.91466666666667
SKA2,1.4276666666666669,16.579666666666668
SKIV2L,-4.468666666666667,7.238
SLC16A11,-0.03933333333333344,11.709333333333333
SLC16A9,-4.751666666666667,0.8643333333333333
SLC1A1,-4.391666666666667,-2.522
SLC22A6,-4.032333333333334,3.002
SLC24A1,-2.5973333333333333,11.982666666666667
SLC25A10,-3.828,9.977
SLC25A14,-6.92,-0.17566666666666642
SLC25A26,16.327333333333332,47.50033333333333
SLC25A31,-3.482666666666667,-7.757
SLC25A32,-3.1626666666666665,12.198333333333334
SLC25A37,4.829,9.961666666666668
SLC25A40,0.41766666666666663,16.863333333333333
SLC25A42,0.36800000000000005,10.78
SLC25A53,-5.2893333333333334,-2.3673333333333333
SLC26A4,-3.7376666666666667,1.5899999999999999
SLC27A2,-3.5756666666666668,3.6589999999999994
SLC36A4,-2.574333333333333,-1.5413333333333337
SLC37A4,1.1283333333333332,11.072333333333333
SLC39A7,-6.622999999999999,8.1245
SLC5A3,0.026333333333333337,10.070333333333332
SLC7A6OS,12.939,36.888333333333335
SLMAP,-3.8096666666666668,-8.835
SLU7,7.003666666666667,13.108
SMAD1,-4.16,0.008666666666666675
SMARCB1,-3.9663333333333335,1.21
SMARCE1,5.448333333333333,1.286
SMC2,14.323,26.392666666666667
SMCO4,-6.303,-0.18500000000000005
SMCR8,-7.459,-2.879
SMDT1,-4.500333333333334,4.117666666666667
SMG6,-0.7806666666666668,15.043000000000001
SMG8,-2.534666666666667,-5.368666666666666
SMIM17,-1.1550000000000002,3.2506666666666666
SMIM8,-7.718333333333334,-3.9003333333333337
SMNDC1,12.679333333333332,28.504333333333335
SMS,-0.9886666666666667,4.16
SMU1,29.214666666666666,49.86266666666667
SNAP29,-2.759,0.5379999999999999
SNAPC3,7.384666666666667,17.029333333333334
SNRNP200,14.065333333333333,21.187666666666665
SNRNP27,24.988666666666667,41.635333333333335
SNRNP35,16.003666666666668,41.638666666666666
SNRPA1,8.67,22.21966666666667
SNRPC,13.542666666666667,40.903
SNRPF,11.480666666666666,13.138
SNRPG,17.095,31.21666666666667
SNW1,12.389000000000001,26.069666666666667
SNX16,-5.988666666666666,-6.601666666666667
SNX8,-3.881666666666667,-1.9793333333333336
SOD1,11.335333333333333,29.736666666666668
SON,-0.7206666666666667,3.761
SOX11,-8.373333333333333,2.6250000000000004
SOX13,2.9673333333333334,-0.28133333333333327
SOX4,-13.236666666666666,-12.684
SP4,-3.238,-4.713666666666667
SP5,2.1519999999999997,6.0473333333333334
SPAG5,6.177,-0.24499999999999988
SPATA3,-1.1896666666666667,16.244
SPATA5L1,-1.8296666666666666,29.727666666666664
SPC25,30.135666666666665,50.47033333333333
SPCS3,7.98,31.355333333333334
SPIDR,6.4719999999999995,-1.0463333333333333
SPINK6,-3.9573333333333336,-1.3296666666666666
SPRTN,-3.285,8.670666666666666
SPRYD3,-3.443,0.9573333333333335
SPSB3,2.9523333333333333,18.356333333333332
SPTLC2,0.7586666666666667,3.9863333333333335
SRC,2.658666666666667,1.1193333333333335
SREK1IP1,-1.8243333333333331,-10.270333333333333
SRF,4.6273333333333335,13.570666666666666
SRP14,17.093666666666667,42.143
SRP19,21.014333333333333,47.13466666666667
SRP68,15.537,32.70166666666667
SRPRB,7.758666666666667,11.538
SRR,-4.0489999999999995,-2.425
SRRM1,-1.5686666666666667,7.947333333333334
SRRM2,9.079333333333334,29.59333333333333
SRRT,15.476333333333333,39.68033333333334
SRSF1,7.159,20.326
SRSF10,0.3043333333333334,16.482666666666667
SRSF3,5.817333333333333,21.323333333333334
SRSF4,1.4583333333333333,10.899666666666667
SRSF7,-2.63,18.963
