tss_id	gene_name	gene_count	chr	peak_start	peak_end	peak_score	strand	tss_start	tss_end	median_cpm	cpm_rank	cpm_max	canonical_rank
hg_165098.1	DHRS13	1	17	28902897	28902922	646	-	28902904	28902905	0	4	3.9310557383593	3
hg_10390.1	DHRS3	1	1	12617775	12617795	108605	-	12617786	12617787	11.0279111950655	1	11.0279111950655	2
hg_10396.1	DHRS3	1	1	12618198	12618232	119902	-	12618208	12618209	5.50969095911707	2	11.0279111950655	1
hg_10392.1	DHRS3	1	1	12617990	12618010	24190	-	12618001	12618002	5.30070940366508	3	11.0279111950655	7
hg_10391.1	DHRS3	1	1	12617929	12617981	28343	-	12617937	12617938	4.72778897280275	4	11.0279111950655	6
hg_10385.1	DHRS3	1	1	12617505	12617520	66590	-	12617511	12617512	3.78766767657761	5	11.0279111950655	3
hg_10389.1	DHRS3	1	1	12617708	12617723	35859	-	12617714	12617715	2.60252371527986	6	11.0279111950655	4
hg_10386.1	DHRS3	1	1	12617593	12617607	7385	-	12617598	12617599	0.416187122452587	7	11.0279111950655	8
hg_10388.1	DHRS3	1	1	12617670	12617701	28500	-	12617678	12617679	0.395972447822867	8	11.0279111950655	5
hg_223496.1	DHRS3	1	1	12618014	12618021	1670	-	12618017	12618018	0.339383079890979	9	11.0279111950655	17
hg_10383.1	DHRS3	1	1	12616762	12616795	4446	-	12616767	12616768	0.105156407537443	10	11.0279111950655	10
hg_10378.1	DHRS3	1	1	12596607	12596626	713	-	12596612	12596613	0	11	11.0279111950655	19
hg_10381.1	DHRS3	1	1	12616619	12616628	1217	-	12616620	12616621	0	12	11.0279111950655	18
hg_10382.1	DHRS3	1	1	12616692	12616741	3585	-	12616703	12616704	0	13	11.0279111950655	13
hg_10384.1	DHRS3	1	1	12617303	12617310	3249	-	12617306	12617307	0	14	11.0279111950655	14
hg_10387.1	DHRS3	1	1	12617627	12617634	2152	-	12617630	12617631	0	15	11.0279111950655	16
hg_10393.1	DHRS3	1	1	12618023	12618034	2768	-	12618028	12618029	0	16	11.0279111950655	15
hg_10394.1	DHRS3	1	1	12618113	12618124	4148	-	12618118	12618119	0	17	11.0279111950655	12
hg_10395.1	DHRS3	1	1	12618188	12618197	4433	-	12618192	12618193	0	18	11.0279111950655	11
hg_223495.1	DHRS3	1	1	12617834	12617860	4518	-	12617856	12617857	0	19	11.0279111950655	9
hg_36551.1	DHX30	1	3	47803125	47803192	129691	+	47803163	47803164	28.308082052651	1	28.308082052651	2
hg_36555.1	DHX30	1	3	47825000	47825044	146117	+	47825014	47825015	21.2677004205222	2	28.308082052651	1
hg_36554.1	DHX30	1	3	47824980	47824994	12356	+	47824985	47824986	1.29379563935185	3	28.308082052651	3
hg_228724.1	DHX30	1	3	47802910	47802919	2034	+	47802914	47802915	0.309760666200232	4	28.308082052651	5
hg_36549.1	DHX30	1	3	47802947	47802967	4035	+	47802952	47802953	0.258401004249663	5	28.308082052651	4
hg_36550.1	DHX30	1	3	47803093	47803124	1434	+	47803106	47803107	0.146510765537796	6	28.308082052651	6
hg_36552.1	DHX30	1	3	47803452	47803464	234	+	47803457	47803458	0	7	28.308082052651	7
hg_188314.1	DIDO1	1	20	62937875	62937935	94046	-	62937894	62937895	23.6064525947455	1	23.6064525947455	2
hg_188313.1	DIDO1	1	20	62926469	62926529	140195	-	62926504	62926505	10.3189873392354	2	23.6064525947455	1
hg_188315.1	DIDO1	1	20	62937944	62937957	10042	-	62937949	62937950	5.07469305663917	3	23.6064525947455	3
hg_188311.1	DIDO1	1	20	62905337	62905339	3156	-	62905337	62905338	1.99683479910768	4	23.6064525947455	4
hg_116675.1	DIXDC1	1	11	111977179	111977238	10467	+	111977208	111977209	2.45429457625367	1	2.45429457625367	4
hg_116672.1	DIXDC1	1	11	111937336	111937387	11800	+	111937342	111937343	1.72881099352509	2	2.45429457625367	3
hg_116680.1	DIXDC1	1	11	111982229	111982264	2179	+	111982235	111982236	1.54411793538846	3	2.45429457625367	7
hg_116670.1	DIXDC1	1	11	111937139	111937213	12524	+	111937167	111937168	0.99841739955384	4	2.45429457625367	2
hg_116674.1	DIXDC1	1	11	111976901	111976942	2543	+	111976926	111976927	0.607262702758584	5	2.45429457625367	6
hg_116676.1	DIXDC1	1	11	111977300	111977363	29294	+	111977345	111977346	0.535532772523582	6	2.45429457625367	1
hg_116671.1	DIXDC1	1	11	111937324	111937335	1052	+	111937329	111937330	0.416187122452587	7	2.45429457625367	11
hg_116667.1	DIXDC1	1	11	111927308	111927323	3576	+	111927314	111927315	0.236505283431334	8	2.45429457625367	5
hg_116673.1	DIXDC1	1	11	111937395	111937417	1431	+	111937402	111937403	0.0732553827688982	9	2.45429457625367	10
hg_116677.1	DIXDC1	1	11	111977379	111977393	802	+	111977384	111977385	0	10	2.45429457625367	13
hg_116678.1	DIXDC1	1	11	111977558	111977569	468	+	111977563	111977564	0	11	2.45429457625367	14
hg_116679.1	DIXDC1	1	11	111977700	111977738	335	+	111977735	111977736	0	12	2.45429457625367	15
hg_116681.1	DIXDC1	1	11	111988980	111989007	1548	+	111988989	111988990	0	13	2.45429457625367	9
hg_116682.1	DIXDC1	1	11	112017298	112017313	2059	+	112017303	112017304	0	14	2.45429457625367	8
hg_116683.1	DIXDC1	1	11	112017319	112017332	825	+	112017326	112017327	0	15	2.45429457625367	12
hg_116684.1	DIXDC1	1	11	112017347	112017357	204	+	112017351	112017353	0	16	2.45429457625367	17
hg_116685.1	DIXDC1	1	11	112017360	112017367	165	+	112017364	112017365	0	17	2.45429457625367	18
hg_116686.1	DIXDC1	1	11	112017393	112017396	51	+	112017394	112017395	0	18	2.45429457625367	20
hg_116687.1	DIXDC1	1	11	112017405	112017408	66	+	112017406	112017407	0	19	2.45429457625367	19
hg_116688.1	DIXDC1	1	11	112017697	112017718	227	+	112017701	112017702	0	20	2.45429457625367	16
hg_137348.1	DLEU2	1	13	50081972	50082028	46206	-	50081990	50081991	6.62014290779824	1	6.62014290779824	2
hg_137347.1	DLEU2	1	13	50081944	50081966	2210	-	50081961	50081962	0.316066664726641	2	6.62014290779824	6
hg_137356.1	DLEU2	1	13	50125525	50125559	75582	-	50125540	50125541	0.178411790306341	3	6.62014290779824	1
hg_137341.1	DLEU2	1	13	49997137	49997149	2150	-	49997146	49997147	0	4	6.62014290779824	7
hg_137353.1	DLEU2	1	13	50125382	50125394	3067	-	50125386	50125387	0	5	6.62014290779824	4
hg_137354.1	DLEU2	1	13	50125395	50125408	3601	-	50125402	50125403	0	6	6.62014290779824	3
hg_137355.1	DLEU2	1	13	50125414	50125423	2496	-	50125418	50125419	0	7	6.62014290779824	5
hg_137368.1	DLEU7	1	13	50843676	50843710	1223	-	50843691	50843692	3.41556825049901	1	3.41556825049901	2
hg_137365.1	DLEU7	1	13	50715089	50715108	1566	-	50715096	50715097	0	2	3.41556825049901	1
hg_137366.1	DLEU7	1	13	50715201	50715208	110	-	50715203	50715204	0	3	3.41556825049901	3
hg_121683.1	DLG2	1	11	85628323	85628355	15524	-	85628340	85628341	5.25381805894106	1	5.25381805894106	3
hg_121684.1	DLG2	1	11	85628356	85628383	5268	-	85628372	85628373	1.10284507065051	2	5.25381805894106	5
hg_121626.1	DLG2	1	11	83725323	83725340	705	-	83725329	83725330	1.00282203699107	3	5.25381805894106	28
hg_121645.1	DLG2	1	11	84437555	84437620	4285	-	84437594	84437595	0.452725948359049	4	5.25381805894106	8
hg_121627.1	DLG2	1	11	83725421	83725438	948	-	83725428	83725429	0.339456200178608	5	5.25381805894106	23
hg_121625.1	DLG2	1	11	83725064	83725072	357	-	83725069	83725070	0.339383079890979	6	5.25381805894106	38
hg_121610.1	DLG2	1	11	83456723	83456804	4429	-	83456795	83456796	0.236505283431334	7	5.25381805894106	7
hg_121624.1	DLG2	1	11	83724923	83724936	596	-	83724924	83724925	0.105156407537443	8	5.25381805894106	30
hg_121607.1	DLG2	1	11	83456611	83456622	227	-	83456616	83456617	0	9	5.25381805894106	42
hg_121608.1	DLG2	1	11	83456645	83456658	582	-	83456650	83456651	0	10	5.25381805894106	31
hg_121609.1	DLG2	1	11	83456674	83456721	1335	-	83456715	83456716	0	11	5.25381805894106	16
hg_121611.1	DLG2	1	11	83456807	83456818	421	-	83456812	83456813	0	12	5.25381805894106	35
hg_121612.1	DLG2	1	11	83456837	83456871	1277	-	83456865	83456866	0	13	5.25381805894106	17
hg_121613.1	DLG2	1	11	83456970	83456981	219	-	83456976	83456977	0	14	5.25381805894106	43
hg_121618.1	DLG2	1	11	83682237	83682252	1215	-	83682242	83682243	0	15	5.25381805894106	19
hg_121619.1	DLG2	1	11	83682260	83682299	3677	-	83682284	83682285	0	16	5.25381805894106	9
hg_121620.1	DLG2	1	11	83682314	83682323	288	-	83682317	83682318	0	17	5.25381805894106	39
hg_121621.1	DLG2	1	11	83682386	83682411	1650	-	83682395	83682396	0	18	5.25381805894106	15
hg_121622.1	DLG2	1	11	83682414	83682431	843	-	83682424	83682425	0	19	5.25381805894106	25
hg_121634.1	DLG2	1	11	84166998	84167010	138	-	84167003	84167004	0	20	5.25381805894106	44
hg_121636.1	DLG2	1	11	84273259	84273287	18636	-	84273279	84273280	0	21	5.25381805894106	2
hg_121637.1	DLG2	1	11	84273299	84273309	1016	-	84273304	84273305	0	22	5.25381805894106	22
hg_121639.1	DLG2	1	11	84317137	84317159	1268	-	84317147	84317148	0	23	5.25381805894106	18
hg_121640.1	DLG2	1	11	84317296	84317344	30780	-	84317336	84317337	0	24	5.25381805894106	1
hg_121641.1	DLG2	1	11	84317351	84317370	8214	-	84317357	84317358	0	25	5.25381805894106	4
hg_121644.1	DLG2	1	11	84437522	84437554	2073	-	84437543	84437544	0	26	5.25381805894106	12
hg_121646.1	DLG2	1	11	84437800	84437824	834	-	84437805	84437806	0	27	5.25381805894106	26
hg_121647.1	DLG2	1	11	84437826	84437838	369	-	84437830	84437831	0	28	5.25381805894106	37
hg_121659.1	DLG2	1	11	84923116	84923144	1146	-	84923127	84923128	0	29	5.25381805894106	21
hg_121660.1	DLG2	1	11	84923173	84923185	892	-	84923179	84923180	0	30	5.25381805894106	24
hg_121661.1	DLG2	1	11	84923194	84923212	817	-	84923203	84923204	0	31	5.25381805894106	27
hg_121662.1	DLG2	1	11	84923220	84923232	691	-	84923226	84923227	0	32	5.25381805894106	29
hg_121663.1	DLG2	1	11	84923235	84923245	429	-	84923239	84923240	0	33	5.25381805894106	34
hg_121664.1	DLG2	1	11	84923286	84923310	1772	-	84923292	84923293	0	34	5.25381805894106	13
hg_121665.1	DLG2	1	11	84923365	84923373	286	-	84923368	84923369	0	35	5.25381805894106	40
hg_121666.1	DLG2	1	11	84923375	84923387	1708	-	84923380	84923381	0	36	5.25381805894106	14
hg_121667.1	DLG2	1	11	84923403	84923426	4971	-	84923415	84923416	0	37	5.25381805894106	6
hg_121671.1	DLG2	1	11	85132982	85132987	416	-	85132984	85132985	0	38	5.25381805894106	36
hg_121672.1	DLG2	1	11	85133127	85133142	566	-	85133136	85133137	0	39	5.25381805894106	32
hg_121673.1	DLG2	1	11	85133400	85133416	278	-	85133411	85133412	0	40	5.25381805894106	41
hg_121679.1	DLG2	1	11	85627267	85627273	131	-	85627269	85627270	0	41	5.25381805894106	45
hg_121680.1	DLG2	1	11	85627292	85627308	1173	-	85627300	85627301	0	42	5.25381805894106	20
hg_121681.1	DLG2	1	11	85627322	85627349	2175	-	85627330	85627331	0	43	5.25381805894106	10
hg_121682.1	DLG2	1	11	85627791	85627820	2097	-	85627810	85627811	0	44	5.25381805894106	11
hg_224893.1	DLG2	1	11	84437728	84437747	523	-	84437741	84437742	0	45	5.25381805894106	33
hg_110192.1	DLG5	1	10	77791341	77791342	8573	-	77791341	77791342	2.81289634801006	1	2.81289634801006	2
hg_110209.1	DLG5	1	10	77926725	77926769	37288	-	77926753	77926754	2.23576364197239	2	2.81289634801006	1
hg_110210.1	DLG5	1	10	77927083	77927125	5237	-	77927119	77927120	0.719341749616657	3	2.81289634801006	3
hg_110208.1	DLG5	1	10	77889497	77889505	298	-	77889500	77889501	0	4	2.81289634801006	4
hg_224399.1	DLG5	1	10	77857290	77857295	113	-	77857294	77857295	0	5	2.81289634801006	5
hg_224400.1	DLG5	1	10	77889324	77889327	26	-	77889325	77889326	0	6	2.81289634801006	6
hg_171088.1	DLGAP1	1	18	4455283	4455313	20734	-	4455306	4455307	3.85686640244124	1	3.85686640244124	2
hg_171087.1	DLGAP1	1	18	4455260	4455274	3044	-	4455265	4455266	2.13243475853212	2	3.85686640244124	7
hg_171089.1	DLGAP1	1	18	4455565	4455577	3834	-	4455571	4455572	0.372627273662066	3	3.85686640244124	5
hg_171086.1	DLGAP1	1	18	4455223	4455230	614	-	4455226	4455227	0.0880665896142719	4	3.85686640244124	13
hg_171054.1	DLGAP1	1	18	3729181	3729192	205	-	3729186	3729187	0	5	3.85686640244124	18
hg_171058.1	DLGAP1	1	18	3814105	3814117	398	-	3814111	3814112	0	6	3.85686640244124	16
hg_171062.1	DLGAP1	1	18	3845250	3845266	316	-	3845257	3845258	0	7	3.85686640244124	17
hg_171063.1	DLGAP1	1	18	3845293	3845318	4480	-	3845307	3845308	0	8	3.85686640244124	4
hg_171064.1	DLGAP1	1	18	3845321	3845371	25804	-	3845357	3845358	0	9	3.85686640244124	1
hg_171068.1	DLGAP1	1	18	3874247	3874262	1533	-	3874252	3874253	0	10	3.85686640244124	9
hg_171069.1	DLGAP1	1	18	3874271	3874337	10643	-	3874301	3874302	0	11	3.85686640244124	3
hg_171070.1	DLGAP1	1	18	3874366	3874387	1287	-	3874376	3874377	0	12	3.85686640244124	10
hg_171071.1	DLGAP1	1	18	3874426	3874429	156	-	3874427	3874428	0	13	3.85686640244124	19
hg_171072.1	DLGAP1	1	18	3874644	3874656	641	-	3874649	3874650	0	14	3.85686640244124	12
hg_171073.1	DLGAP1	1	18	3874658	3874703	3310	-	3874671	3874672	0	15	3.85686640244124	6
hg_171074.1	DLGAP1	1	18	3874719	3874748	1886	-	3874739	3874740	0	16	3.85686640244124	8
hg_171075.1	DLGAP1	1	18	3874752	3874767	883	-	3874759	3874760	0	17	3.85686640244124	11
hg_171076.1	DLGAP1	1	18	3880051	3880088	472	-	3880056	3880057	0	18	3.85686640244124	14
hg_171079.1	DLGAP1	1	18	4248982	4248988	442	-	4248986	4248987	0	19	3.85686640244124	15
hg_169215.1	DLGAP1-AS2	1	18	3603960	3603978	6351	+	3603971	3603972	12.4163352343709	1	12.4163352343709	3
hg_169217.1	DLGAP1-AS2	1	18	3604113	3604124	3727	+	3604118	3604119	4.24621230789765	2	12.4163352343709	5
hg_169216.1	DLGAP1-AS2	1	18	3604051	3604062	1701	+	3604055	3604056	2.89622639704531	3	12.4163352343709	10
hg_169219.1	DLGAP1-AS2	1	18	3604205	3604217	2883	+	3604210	3604211	0.764516843098821	4	12.4163352343709	6
hg_169212.1	DLGAP1-AS2	1	18	3603729	3603749	26281	+	3603736	3603737	0.650645763146245	5	12.4163352343709	1
hg_169214.1	DLGAP1-AS2	1	18	3603849	3603860	2355	+	3603855	3603856	0.609888847260204	6	12.4163352343709	7
hg_169210.1	DLGAP1-AS2	1	18	3603636	3603653	7884	+	3603643	3603644	0.416187122452587	7	12.4163352343709	2
hg_169218.1	DLGAP1-AS2	1	18	3604165	3604174	897	+	3604169	3604170	0.372627273662066	8	12.4163352343709	11
hg_169209.1	DLGAP1-AS2	1	18	3602690	3602694	718	+	3602693	3602694	0	9	12.4163352343709	12
hg_169211.1	DLGAP1-AS2	1	18	3603697	3603708	2168	+	3603702	3603703	0	10	12.4163352343709	8
hg_169213.1	DLGAP1-AS2	1	18	3603783	3603797	3791	+	3603790	3603791	0	11	12.4163352343709	4
hg_169220.1	DLGAP1-AS2	1	18	3604889	3604907	2118	+	3604896	3604897	0	12	12.4163352343709	9
hg_169221.1	DLGAP1-AS2	1	18	3604953	3604962	99	+	3604957	3604958	0	13	12.4163352343709	14
hg_169222.1	DLGAP1-AS2	1	18	3605013	3605044	629	+	3605035	3605036	0	14	12.4163352343709	13
hg_181575.1	DMWD	1	19	45792753	45792803	39287	-	45792790	45792791	2.63676316878152	1	2.63676316878152	2
hg_181576.1	DMWD	1	19	45792805	45792850	40985	-	45792825	45792826	1.3549150597406	2	2.63676316878152	1
hg_181577.1	DMWD	1	19	45792932	45792949	1309	-	45792943	45792944	0	3	2.63676316878152	3
hg_58111.1	DMXL1	1	5	119071358	119071456	56057	+	119071398	119071399	9.30672034702399	1	9.30672034702399	2
hg_58109.1	DMXL1	1	5	119071049	119071100	22334	+	119071086	119071087	6.75033103902251	2	9.30672034702399	3
hg_58110.1	DMXL1	1	5	119071101	119071209	57802	+	119071174	119071175	5.8768021823078	3	9.30672034702399	1
hg_58108.1	DMXL1	1	5	119071021	119071036	4759	+	119071026	119071027	1.14224816498712	4	9.30672034702399	4
hg_231439.1	DNAI1	1	9	34457529	34457535	1993	+	34457532	34457533	1.64336773241896	1	1.64336773241896	2
hg_96515.1	DNAI1	1	9	34458773	34458852	6772	+	34458828	34458829	0.251667173075239	2	1.64336773241896	1
hg_96516.1	DNAI1	1	9	34458853	34458910	1606	+	34458888	34458889	0	3	1.64336773241896	3
hg_96517.1	DNAI1	1	9	34458917	34458927	159	+	34458921	34458922	0	4	1.64336773241896	4
hg_96518.1	DNAI1	1	9	34484974	34484980	55	+	34484977	34484978	0	5	1.64336773241896	5
hg_231440.1	DNAI1	1	9	34458298	34458299	24	+	34458298	34458299	0	6	1.64336773241896	6
hg_179661.1	DNAJB1	1	19	14518412	14518450	106148	-	14518423	14518424	17.7567353542914	1	17.7567353542914	2
hg_179660.1	DNAJB1	1	19	14518383	14518404	281334	-	14518393	14518394	5.56985431500854	2	17.7567353542914	1
hg_179658.1	DNAJB1	1	19	14517875	14517969	11954	-	14517892	14517893	1.78625031777254	3	17.7567353542914	3
hg_179662.1	DNAJB1	1	19	14518452	14518463	8242	-	14518457	14518458	1.106064930937	4	17.7567353542914	4
hg_179664.1	DNAJB1	1	19	14529238	14529312	7282	-	14529266	14529267	0.281289586765987	5	17.7567353542914	5
hg_179656.1	DNAJB1	1	19	14516872	14516901	2293	-	14516891	14516892	0.163249900662435	6	17.7567353542914	7
hg_179655.1	DNAJB1	1	19	14516797	14516852	3458	-	14516846	14516847	0	7	17.7567353542914	6
hg_179657.1	DNAJB1	1	19	14517422	14517440	2245	-	14517431	14517432	0	8	17.7567353542914	8
hg_179659.1	DNAJB1	1	19	14518259	14518283	646	-	14518264	14518265	0	9	17.7567353542914	9
hg_3639.1	DNAJB4	1	1	77979256	77979279	31538	+	77979266	77979267	4.24621230789765	1	4.24621230789765	3
hg_3640.1	DNAJB4	1	1	77979285	77979322	23338	+	77979303	77979304	3.53838009374846	2	4.24621230789765	4
hg_3636.1	DNAJB4	1	1	77979157	77979185	14752	+	77979174	77979175	1.39171224229707	3	4.24621230789765	6
hg_3637.1	DNAJB4	1	1	77979190	77979221	20929	+	77979198	77979199	1.23687513346195	4	4.24621230789765	5
hg_3647.1	DNAJB4	1	1	78004930	78004951	358950	+	78004938	78004939	1.16980161114907	5	4.24621230789765	1
hg_3641.1	DNAJB4	1	1	77979328	77979344	2730	+	77979332	77979333	1.04100948611194	6	4.24621230789765	11
hg_3644.1	DNAJB4	1	1	78004846	78004867	12652	+	78004861	78004862	1.00655171048663	7	4.24621230789765	7
hg_3646.1	DNAJB4	1	1	78004904	78004927	51703	+	78004909	78004910	0.878194636719561	8	4.24621230789765	2
hg_223693.1	DNAJB4	1	1	78004824	78004835	7673	+	78004829	78004830	0.743799676837213	9	4.24621230789765	9
hg_3638.1	DNAJB4	1	1	77979230	77979252	5857	+	77979238	77979239	0.406733789220779	10	4.24621230789765	10
hg_3645.1	DNAJB4	1	1	78004877	78004899	7968	+	78004882	78004883	0.402815739750953	11	4.24621230789765	8
hg_63757.1	DNAJC18	1	5	139439446	139439483	24406	-	139439467	139439468	4.88548556658761	1	4.88548556658761	2
hg_63758.1	DNAJC18	1	5	139439488	139439531	29313	-	139439500	139439501	2.17846968198419	2	4.88548556658761	1
hg_63759.1	DNAJC18	1	5	139444432	139444458	869	-	139444450	139444451	0	3	4.88548556658761	3
hg_63760.1	DNAJC18	1	5	139444459	139444468	100	-	139444463	139444464	0	4	4.88548556658761	5
hg_63761.1	DNAJC18	1	5	139444470	139444487	496	-	139444475	139444476	0	5	4.88548556658761	4
hg_2212.1	DNALI1	1	1	37556971	37557012	30861	+	37556979	37556980	8.94846112280658	1	8.94846112280658	2
hg_2211.1	DNALI1	1	1	37556912	37556970	41868	+	37556950	37556951	5.53236379037587	2	8.94846112280658	1
hg_2213.1	DNALI1	1	1	37557013	37557022	1815	+	37557017	37557018	0.478167152556357	3	8.94846112280658	3
hg_201021.1	DNASE1L1	1	X	154412084	154412119	35824	-	154412100	154412101	3.40902510094071	1	3.40902510094071	2
hg_201017.1	DNASE1L1	1	X	154409198	154409231	65966	-	154409204	154409205	1.23031475460139	2	3.40902510094071	1
hg_201018.1	DNASE1L1	1	X	154409246	154409261	35447	-	154409253	154409254	0.859625426111961	3	3.40902510094071	3
hg_201016.1	DNASE1L1	1	X	154409186	154409197	7496	-	154409191	154409192	0	4	3.40902510094071	4
hg_201019.1	DNASE1L1	1	X	154409263	154409270	2517	-	154409266	154409267	0	5	3.40902510094071	6
hg_201020.1	DNASE1L1	1	X	154409282	154409292	2657	-	154409287	154409288	0	6	3.40902510094071	5
hg_179416.1	DNASE2	1	19	12881430	12881458	104691	-	12881448	12881449	12.6111349566621	1	12.6111349566621	2
hg_179417.1	DNASE2	1	19	12881460	12881518	113926	-	12881479	12881480	6.97938762276108	2	12.6111349566621	1
hg_179415.1	DNASE2	1	19	12881398	12881423	38769	-	12881406	12881407	2.19998710173408	3	12.6111349566621	3
hg_179414.1	DNASE2	1	19	12881376	12881389	7824	-	12881383	12881384	0.406733789220779	4	12.6111349566621	4
hg_111000.1	DNMBP	1	10	99913973	99914024	5519	-	99913978	99913979	13.2402858155965	1	13.2402858155965	3
hg_111001.1	DNMBP	1	10	99914025	99914041	2997	-	99914030	99914031	4.57522993924516	2	13.2402858155965	4
hg_111012.1	DNMBP	1	10	100009860	100009959	79030	-	100009912	100009913	2.35061196917773	3	13.2402858155965	1
hg_111003.1	DNMBP	1	10	99930893	99930926	7887	-	99930906	99930907	0.427449669505251	4	13.2402858155965	2
hg_111002.1	DNMBP	1	10	99930834	99930843	282	-	99930838	99930839	0	5	13.2402858155965	5
hg_111004.1	DNMBP	1	10	99931098	99931104	54	-	99931101	99931102	0	6	13.2402858155965	11
hg_111005.1	DNMBP	1	10	99931299	99931307	75	-	99931302	99931303	0	7	13.2402858155965	10
hg_111006.1	DNMBP	1	10	99931327	99931343	225	-	99931337	99931338	0	8	13.2402858155965	8
hg_111007.1	DNMBP	1	10	99931344	99931358	246	-	99931349	99931350	0	9	13.2402858155965	7
hg_111008.1	DNMBP	1	10	99931361	99931378	251	-	99931372	99931373	0	10	13.2402858155965	6
hg_111009.1	DNMBP	1	10	99931442	99931451	146	-	99931446	99931447	0	11	13.2402858155965	9
hg_27366.1	DNMT3A	1	2	25252225	25252243	10543	-	25252235	25252236	25.4628440300063	1	25.4628440300063	3
hg_27367.1	DNMT3A	1	2	25252251	25252307	26956	-	25252262	25252263	24.8500208668	2	25.4628440300063	2
hg_27371.1	DNMT3A	1	2	25341881	25341938	27333	-	25341924	25341925	0.901509645858319	3	25.4628440300063	1
hg_27365.1	DNMT3A	1	2	25252072	25252084	743	-	25252078	25252079	0.607262702758584	4	25.4628440300063	9
hg_27374.1	DNMT3A	1	2	25342475	25342500	2724	-	25342482	25342483	0.597512802627352	5	25.4628440300063	6
hg_27373.1	DNMT3A	1	2	25342460	25342473	2807	-	25342467	25342468	0.146510765537796	6	25.4628440300063	5
hg_27368.1	DNMT3A	1	2	25252316	25252327	787	-	25252321	25252322	0	7	25.4628440300063	8
hg_27372.1	DNMT3A	1	2	25341946	25341979	4623	-	25341962	25341963	0	8	25.4628440300063	4
hg_27375.1	DNMT3A	1	2	25342508	25342520	2009	-	25342513	25342514	0	9	25.4628440300063	7
hg_156996.1	DOC2A	1	16	30021289	30021308	7495	-	30021294	30021295	6.91397363305081	1	6.91397363305081	2
hg_156988.1	DOC2A	1	16	30010972	30011032	13635	-	30010994	30010995	0.609358732795091	2	6.91397363305081	1
hg_156989.1	DOC2A	1	16	30011163	30011179	1759	-	30011170	30011171	0.0880665896142719	3	6.91397363305081	4
hg_156990.1	DOC2A	1	16	30011194	30011199	340	-	30011196	30011197	0	4	6.91397363305081	9
hg_156991.1	DOC2A	1	16	30011391	30011409	359	-	30011403	30011404	0	5	6.91397363305081	8
hg_156992.1	DOC2A	1	16	30011414	30011430	449	-	30011421	30011422	0	6	6.91397363305081	5
hg_156993.1	DOC2A	1	16	30012294	30012335	2788	-	30012328	30012329	0	7	6.91397363305081	3
hg_156994.1	DOC2A	1	16	30012351	30012366	409	-	30012356	30012357	0	8	6.91397363305081	6
hg_156995.1	DOC2A	1	16	30012633	30012647	396	-	30012641	30012642	0	9	6.91397363305081	7
hg_156997.1	DOC2A	1	16	30023222	30023233	135	-	30023227	30023228	0	10	6.91397363305081	10
hg_156998.1	DOC2A	1	16	30023296	30023301	36	-	30023298	30023299	0	11	6.91397363305081	11
hg_197360.1	DOCK11	1	X	118495632	118495677	32337	+	118495643	118495644	3.89541472789758	1	3.89541472789758	2
hg_197362.1	DOCK11	1	X	118495803	118495883	40047	+	118495814	118495815	1.80922309983625	2	3.89541472789758	1
hg_197359.1	DOCK11	1	X	118495611	118495622	1944	+	118495616	118495617	0.105156407537443	3	3.89541472789758	3
hg_197361.1	DOCK11	1	X	118495727	118495737	1123	+	118495732	118495733	0	4	3.89541472789758	4
hg_137980.1	DOCK9	1	13	99086641	99086700	28171	-	99086693	99086694	2.05882391385128	1	2.05882391385128	2
hg_137967.1	DOCK9	1	13	98977979	98978094	66222	-	98978054	98978055	0.615157497388243	2	2.05882391385128	1
hg_137964.1	DOCK9	1	13	98977836	98977845	584	-	98977840	98977841	0	3	2.05882391385128	7
hg_137965.1	DOCK9	1	13	98977905	98977909	257	-	98977906	98977907	0	4	2.05882391385128	8
hg_137966.1	DOCK9	1	13	98977911	98977936	1501	-	98977916	98977917	0	5	2.05882391385128	6
hg_137971.1	DOCK9	1	13	99015706	99015814	6607	-	99015779	99015780	0	6	2.05882391385128	3
hg_137972.1	DOCK9	1	13	99015963	99015970	153	-	99015966	99015967	0	7	2.05882391385128	11
hg_137973.1	DOCK9	1	13	99015982	99015990	199	-	99015986	99015987	0	8	2.05882391385128	10
hg_137974.1	DOCK9	1	13	99016042	99016085	2062	-	99016049	99016050	0	9	2.05882391385128	5
hg_137975.1	DOCK9	1	13	99016099	99016106	123	-	99016102	99016103	0	10	2.05882391385128	12
hg_137976.1	DOCK9	1	13	99016181	99016190	105	-	99016185	99016186	0	11	2.05882391385128	13
hg_137977.1	DOCK9	1	13	99016192	99016203	252	-	99016197	99016199	0	12	2.05882391385128	9
hg_137979.1	DOCK9	1	13	99086613	99086626	4263	-	99086620	99086621	0	13	2.05882391385128	4
hg_178286.1	DOHH	1	19	3500637	3500661	18744	-	3500655	3500656	4.11835875152645	1	4.11835875152645	2
hg_178287.1	DOHH	1	19	3500665	3500698	26091	-	3500673	3500674	2.1763533216357	2	4.11835875152645	1
hg_178285.1	DOHH	1	19	3500610	3500636	6909	-	3500631	3500632	1.38013905384623	3	4.11835875152645	3
hg_178288.1	DOHH	1	19	3500895	3500908	4022	-	3500903	3500904	1.3315912481451	4	4.11835875152645	5
hg_178284.1	DOHH	1	19	3494150	3494171	4784	-	3494150	3494151	0	5	4.11835875152645	4
